State,Total Cases,New Cases,Total Deaths,New Deaths,Fatality Rate,Latitude,Longitude,Date
Maine,3219,28,105,1,0.0326,44.6939,-69.3819,2020-06-29
Maryland,67254,477,3175,7,0.0472,39.0639,-76.8021,2020-06-29
Massachusetts,108768,101,8094,35,0.0744,42.2302,-71.5301,2020-06-29
Michigan,70223,277,6161,4,0.0877,43.3266,-84.5361,2020-06-29
Minnesota,35861,312,1470,10,0.041,45.6945,-93.9002,2020-06-29
Mississippi,26567,675,1059,20,0.0399,32.7416,-89.6787,2020-06-29
Missouri,20825,136,1004,0,0.0482,38.4561,-92.2884,2020-06-29
Montana,919,56,22,0,0.0239,46.9219,-110.4544,2020-06-29
Nebraska,19042,143,269,2,0.0141,41.1254,-98.2681,2020-06-29
Nevada,17894,734,504,4,0.0282,38.3135,-117.0554,2020-06-29
New Hampshire,5760,13,367,0,0.0637,43.4525,-71.5639,2020-06-29
New Jersey,171272,90,14992,17,0.0875,40.2989,-74.521,2020-06-29
New Mexico,11982,173,493,1,0.0411,34.8405,-106.2485,2020-06-29
New York,393304,765,31403,6,0.0798,42.1657,-74.9481,2020-06-29
North Carolina,63736,1488,1357,5,0.0213,35.6301,-79.8064,2020-06-29
North Dakota,3539,44,79,0,0.0223,47.5289,-99.784,2020-06-29
Ohio,51046,737,2818,11,0.0552,40.3888,-82.7649,2020-06-29
Oklahoma,13175,228,385,0,0.0292,35.5653,-96.9289,2020-06-29
Oregon,8485,144,204,2,0.024,44.572,-122.0709,2020-06-29
Pennsylvania,90467,604,6614,8,0.0731,40.5908,-77.2098,2020-06-29
Rhode Island,16764,103,946,19,0.0564,41.6809,-71.5118,2020-06-29
South Carolina,34644,1324,720,4,0.0208,33.8569,-80.945,2020-06-29
South Dakota,6716,35,91,0,0.0135,44.2998,-99.4388,2020-06-29
Tennessee,42297,2125,592,8,0.014,35.7478,-86.6923,2020-06-29
Texas,156706,6554,2416,14,0.0154,31.0545,-97.5635,2020-06-29
Utah,21664,564,168,1,0.0078,40.15,-111.8624,2020-06-29
Vermont,1208,6,56,0,0.0464,44.0459,-72.7107,2020-06-29
Virginia,62189,453,1740,8,0.028,37.7693,-78.17,2020-06-29
Washington,32253,501,1320,10,0.0409,47.4009,-121.4905,2020-06-29
West Virginia,2870,38,93,0,0.0324,38.4912,-80.9545,2020-06-29
Wisconsin,28058,315,777,0,0.0277,44.2685,-89.6165,2020-06-29
Wyoming,1450,33,20,0,0.0138,42.756,-107.3025,2020-06-29
Alabama,38045,870,950,21,0.025,32.3182,-86.9023,2020-06-30
Alaska,937,36,14,0,0.0149,61.3707,-152.4044,2020-06-30
Arizona,79228,4683,1645,47,0.0208,33.7298,-111.4312,2020-06-30
Arkansas,20777,520,270,5,0.013,34.9697,-92.3731,2020-06-30
California,231232,7586,6082,99,0.0263,36.1162,-119.6816,2020-06-30
Colorado,32698,204,1690,9,0.0517,39.0598,-105.3111,2020-06-30
Connecticut,46514,152,4322,2,0.0929,41.5978,-72.7554,2020-06-30
Delaware,11474,98,509,2,0.0444,39.3185,-75.5071,2020-06-30
District of Columbia,10327,35,551,0,0.0534,38.8974,-77.0268,2020-06-30
Florida,152434,6093,3505,58,0.023,27.7663,-81.6868,2020-06-30
Georgia,81291,1874,2805,21,0.0345,33.0406,-83.6431,2020-06-30
Idaho,6117,365,92,1,0.015,44.2405,-114.4788,2020-06-30
Illinois,143185,724,6923,21,0.0484,40.3495,-88.9861,2020-06-30
Indiana,45594,366,2640,16,0.0579,39.8494,-86.2583,2020-06-30
Iowa,29074,229,716,5,0.0246,42.0115,-93.2105,2020-06-30
Kansas,14370,161,273,0,0.019,38.5266,-96.7265,2020-06-30
Kentucky,15624,277,565,5,0.0362,37.6681,-84.6701,2020-06-30
Louisiana,58095,1014,3221,22,0.0554,31.1695,-91.8678,2020-06-30
Maine,3253,34,105,0,0.0323,44.6939,-69.3819,2020-06-30
Maryland,67559,305,3190,15,0.0472,39.0639,-76.8021,2020-06-30
Massachusetts,108882,114,8053,-41,0.074,42.2302,-71.5301,2020-06-30
Michigan,70728,505,6193,32,0.0876,43.3266,-84.5361,2020-06-30
Minnesota,36303,442,1476,6,0.0407,45.6945,-93.9002,2020-06-30
Mississippi,27247,680,1073,14,0.0394,32.7416,-89.6787,2020-06-30
Missouri,21001,176,1005,1,0.0479,38.4561,-92.2884,2020-06-30
Montana,967,48,22,0,0.0228,46.9219,-110.4544,2020-06-30
Nebraska,19177,135,274,5,0.0143,41.1254,-98.2681,2020-06-30
Nevada,18456,562,507,3,0.0275,38.3135,-117.0554,2020-06-30
New Hampshire,5782,22,371,4,0.0642,43.4525,-71.5639,2020-06-30
New Jersey,171667,395,15035,43,0.0876,40.2989,-74.521,2020-06-30
New Mexico,12147,165,497,4,0.0409,34.8405,-106.2485,2020-06-30
New York,393454,150,32032,629,0.0814,42.1657,-74.9481,2020-06-30
North Carolina,65327,1591,1380,23,0.0211,35.6301,-79.8064,2020-06-30
North Dakota,3576,37,79,0,0.0221,47.5289,-99.784,2020-06-30
Ohio,51789,743,2863,45,0.0553,40.3888,-82.7649,2020-06-30
Oklahoma,13757,582,387,2,0.0281,35.5653,-96.9289,2020-06-30
Oregon,8656,171,207,3,0.0239,44.572,-122.0709,2020-06-30
Pennsylvania,91139,672,6649,35,0.073,40.5908,-77.2098,2020-06-30
Rhode Island,16813,49,950,4,0.0565,41.6809,-71.5118,2020-06-30
South Carolina,36399,1755,739,19,0.0203,33.8569,-80.945,2020-06-30
South Dakota,6764,48,91,0,0.0135,44.2998,-99.4388,2020-06-30
Tennessee,43509,1212,604,12,0.0139,35.7478,-86.6923,2020-06-30
Texas,163060,6354,2455,39,0.0151,31.0545,-97.5635,2020-06-30
Utah,22217,553,172,4,0.0077,40.15,-111.8624,2020-06-30
Vermont,1208,0,56,0,0.0464,44.0459,-72.7107,2020-06-30
Virginia,62787,598,1763,23,0.0281,37.7693,-78.17,2020-06-30
Washington,32824,571,1332,12,0.0406,47.4009,-121.4905,2020-06-30
West Virginia,2905,35,93,0,0.032,38.4912,-80.9545,2020-06-30
Wisconsin,28659,601,784,7,0.0274,44.2685,-89.6165,2020-06-30
Wyoming,1487,37,20,0,0.0134,42.756,-107.3025,2020-06-30
Alabama,38962,917,972,22,0.0249,32.3182,-86.9023,2020-07-01
Alaska,975,38,14,0,0.0144,61.3707,-152.4044,2020-07-01
Arizona,84105,4877,1725,80,0.0205,33.7298,-111.4312,2020-07-01
Arkansas,21197,420,277,7,0.0131,34.9697,-92.3731,2020-07-01
California,238681,7449,6169,87,0.0258,36.1162,-119.6816,2020-07-01
Colorado,33012,314,1697,7,0.0514,39.0598,-105.3111,2020-07-01
Connecticut,46572,58,4324,2,0.0928,41.5978,-72.7554,2020-07-01
Delaware,11510,36,509,0,0.0442,39.3185,-75.5071,2020-07-01
District of Columbia,10365,38,553,2,0.0534,38.8974,-77.0268,2020-07-01
Florida,158997,6563,3550,45,0.0223,27.7663,-81.6868,2020-07-01
Georgia,84242,2951,2827,22,0.0336,33.0406,-83.6431,2020-07-01
Idaho,6370,253,92,0,0.0144,44.2405,-114.4788,2020-07-01
Illinois,144013,828,6951,28,0.0483,40.3495,-88.9861,2020-07-01
Indiana,45952,358,2650,10,0.0577,39.8494,-86.2583,2020-07-01
Iowa,29514,440,717,1,0.0243,42.0115,-93.2105,2020-07-01
Kansas,14830,460,277,4,0.0187,38.5266,-96.7265,2020-07-01
Kentucky,15842,218,572,7,0.0361,37.6681,-84.6701,2020-07-01
Louisiana,60178,2083,3238,17,0.0538,31.1695,-91.8678,2020-07-01
Maine,3294,41,105,0,0.0319,44.6939,-69.3819,2020-07-01
Maryland,67918,359,3205,15,0.0472,39.0639,-76.8021,2020-07-01
Massachusetts,108882,0,8053,0,0.074,42.2302,-71.5301,2020-07-01
Michigan,71089,361,6198,5,0.0872,43.3266,-84.5361,2020-07-01
Minnesota,36716,413,1482,6,0.0404,45.6945,-93.9002,2020-07-01
Mississippi,27900,653,1082,9,0.0388,32.7416,-89.6787,2020-07-01
Missouri,21035,34,1018,13,0.0484,38.4561,-92.2884,2020-07-01
Montana,1016,49,22,0,0.0217,46.9219,-110.4544,2020-07-01
Nebraska,19310,133,276,2,0.0143,41.1254,-98.2681,2020-07-01
Nevada,19101,645,511,4,0.0268,38.3135,-117.0554,2020-07-01
New Hampshire,5802,20,373,2,0.0643,43.4525,-71.5639,2020-07-01
New Jersey,171928,261,15078,43,0.0877,40.2989,-74.521,2020-07-01
New Mexico,12276,129,500,3,0.0407,34.8405,-106.2485,2020-07-01
New York,394079,625,32043,11,0.0813,42.1657,-74.9481,2020-07-01
North Carolina,66751,1424,1398,18,0.0209,35.6301,-79.8064,2020-07-01
North Dakota,3615,39,80,1,0.0221,47.5289,-99.784,2020-07-01
Ohio,52865,1076,2876,13,0.0544,40.3888,-82.7649,2020-07-01
Oklahoma,14119,362,389,2,0.0276,35.5653,-96.9289,2020-07-01
Oregon,8931,275,208,1,0.0233,44.572,-122.0709,2020-07-01
Pennsylvania,91775,636,6684,35,0.0728,40.5908,-77.2098,2020-07-01
Rhode Island,16853,40,956,6,0.0567,41.6809,-71.5118,2020-07-01
South Carolina,37919,1520,766,27,0.0202,33.8569,-80.945,2020-07-01
South Dakota,6826,62,93,2,0.0136,44.2998,-99.4388,2020-07-01
Tennessee,45315,1806,609,5,0.0134,35.7478,-86.6923,2020-07-01
Texas,172368,9308,2503,48,0.0145,31.0545,-97.5635,2020-07-01
Utah,22716,499,173,1,0.0076,40.15,-111.8624,2020-07-01
Vermont,1210,2,56,0,0.0463,44.0459,-72.7107,2020-07-01
Virginia,63203,416,1786,23,0.0283,37.7693,-78.17,2020-07-01
Washington,33435,611,1339,7,0.04,47.4009,-121.4905,2020-07-01
West Virginia,2979,74,93,0,0.0312,38.4912,-80.9545,2020-07-01
Wisconsin,29199,540,786,2,0.0269,44.2685,-89.6165,2020-07-01
Wyoming,1514,27,20,0,0.0132,42.756,-107.3025,2020-07-01
Alabama,40111,1149,985,13,0.0246,32.3182,-86.9023,2020-07-02
Alaska,1014,39,14,0,0.0138,61.3707,-152.4044,2020-07-02
Arizona,87445,3340,1764,39,0.0202,33.7298,-111.4312,2020-07-02
Arkansas,22075,878,279,2,0.0126,34.9697,-92.3731,2020-07-02
California,246550,7869,6265,96,0.0254,36.1162,-119.6816,2020-07-02
Colorado,33335,323,1701,4,0.051,39.0598,-105.3111,2020-07-02
Connecticut,46646,74,4326,2,0.0927,41.5978,-72.7554,2020-07-02
Delaware,11731,221,510,1,0.0435,39.3185,-75.5071,2020-07-02
District of Columbia,10390,25,554,1,0.0533,38.8974,-77.0268,2020-07-02
Florida,169106,10109,3617,67,0.0214,27.7663,-81.6868,2020-07-02
Georgia,87709,3467,2849,22,0.0325,33.0406,-83.6431,2020-07-02
Idaho,6593,223,92,0,0.014,44.2405,-114.4788,2020-07-02
Illinois,144013,0,6951,0,0.0483,40.3495,-88.9861,2020-07-02
Indiana,46387,435,2662,12,0.0574,39.8494,-86.2583,2020-07-02
Iowa,30259,745,719,2,0.0238,42.0115,-93.2105,2020-07-02
Kansas,15002,172,280,3,0.0187,38.5266,-96.7265,2020-07-02
Kentucky,16079,237,581,9,0.0361,37.6681,-84.6701,2020-07-02
Louisiana,61561,1383,3255,17,0.0529,31.1695,-91.8678,2020-07-02
Maine,3328,34,105,0,0.0316,44.6939,-69.3819,2020-07-02
Maryland,68423,505,3212,7,0.0469,39.0639,-76.8021,2020-07-02
Massachusetts,109338,456,8132,79,0.0744,42.2302,-71.5301,2020-07-02
Michigan,71678,589,6212,14,0.0867,43.3266,-84.5361,2020-07-02
Minnesota,37210,494,1495,13,0.0402,45.6945,-93.9002,2020-07-02
Mississippi,28770,870,1092,10,0.038,32.7416,-89.6787,2020-07-02
Missouri,22636,1601,1044,26,0.0461,38.4561,-92.2884,2020-07-02
Montana,1083,67,22,0,0.0203,46.9219,-110.4544,2020-07-02
Nebraska,19452,142,282,6,0.0145,41.1254,-98.2681,2020-07-02
Nevada,19733,632,525,14,0.0266,38.3135,-117.0554,2020-07-02
New Hampshire,5822,20,375,2,0.0644,43.4525,-71.5639,2020-07-02
New Jersey,172356,428,15107,29,0.0876,40.2989,-74.521,2020-07-02
New Mexico,12520,244,503,3,0.0402,34.8405,-106.2485,2020-07-02
New York,394954,875,32064,21,0.0812,42.1657,-74.9481,2020-07-02
North Carolina,68216,1465,1409,11,0.0207,35.6301,-79.8064,2020-07-02
North Dakota,3657,42,80,0,0.0219,47.5289,-99.784,2020-07-02
Ohio,52865,0,2876,0,0.0544,40.3888,-82.7649,2020-07-02
Oklahoma,14531,412,395,6,0.0272,35.5653,-96.9289,2020-07-02
Oregon,9294,363,209,1,0.0225,44.572,-122.0709,2020-07-02
Pennsylvania,92612,837,6712,28,0.0725,40.5908,-77.2098,2020-07-02
Rhode Island,16941,88,959,3,0.0566,41.6809,-71.5118,2020-07-02
South Carolina,39701,1782,784,18,0.0197,33.8569,-80.945,2020-07-02
South Dakota,6893,67,97,4,0.0141,44.2998,-99.4388,2020-07-02
Tennessee,46890,1575,620,11,0.0132,35.7478,-86.6923,2020-07-02
Texas,179137,6769,2542,39,0.0142,31.0545,-97.5635,2020-07-02
Utah,23270,554,176,3,0.0076,40.15,-111.8624,2020-07-02
Vermont,1227,17,56,0,0.0456,44.0459,-72.7107,2020-07-02
Virginia,63735,532,1816,30,0.0285,37.7693,-78.17,2020-07-02
Washington,34151,716,1342,3,0.0393,47.4009,-121.4905,2020-07-02
West Virginia,3053,74,93,0,0.0305,38.4912,-80.9545,2020-07-02
Wisconsin,29738,539,793,7,0.0267,44.2685,-89.6165,2020-07-02
Wyoming,1550,36,20,0,0.0129,42.756,-107.3025,2020-07-02
Alabama,41865,1754,1006,21,0.024,32.3182,-86.9023,2020-07-03
Alaska,1060,46,15,1,0.0142,61.3707,-152.4044,2020-07-03
Arizona,91872,4427,1798,34,0.0196,33.7298,-111.4312,2020-07-03
Arkansas,22622,547,281,2,0.0124,34.9697,-92.3731,2020-07-03
California,250514,3964,6315,50,0.0252,36.1162,-119.6816,2020-07-03
Colorado,33595,260,1701,0,0.0506,39.0598,-105.3111,2020-07-03
Connecticut,46717,71,4335,9,0.0928,41.5978,-72.7554,2020-07-03
Delaware,11923,192,512,2,0.0429,39.3185,-75.5071,2020-07-03
District of Columbia,10435,45,555,1,0.0532,38.8974,-77.0268,2020-07-03
Florida,178594,9488,3684,67,0.0206,27.7663,-81.6868,2020-07-03
Georgia,90493,2784,2857,8,0.0316,33.0406,-83.6431,2020-07-03
Idaho,6994,401,93,1,0.0133,44.2405,-114.4788,2020-07-03
Illinois,145750,1737,7005,54,0.0481,40.3495,-88.9861,2020-07-03
Indiana,46915,528,2681,19,0.0571,39.8494,-86.2583,2020-07-03
Iowa,30463,204,721,2,0.0237,42.0115,-93.2105,2020-07-03
Kansas,15659,657,282,2,0.018,38.5266,-96.7265,2020-07-03
Kentucky,16376,297,585,4,0.0357,37.6681,-84.6701,2020-07-03
Louisiana,63289,1728,3278,23,0.0518,31.1695,-91.8678,2020-07-03
Maine,3373,45,105,0,0.0311,44.6939,-69.3819,2020-07-03
Maryland,68961,538,3223,11,0.0467,39.0639,-76.8021,2020-07-03
Massachusetts,109628,290,8149,17,0.0743,42.2302,-71.5301,2020-07-03
Michigan,72175,497,6215,3,0.0861,43.3266,-84.5361,2020-07-03
Minnesota,37624,414,1503,8,0.0399,45.6945,-93.9002,2020-07-03
Mississippi,29684,914,1103,11,0.0372,32.7416,-89.6787,2020-07-03
Missouri,23160,524,1047,3,0.0452,38.4561,-92.2884,2020-07-03
Montana,1128,45,23,1,0.0204,46.9219,-110.4544,2020-07-03
Nebraska,19660,208,284,2,0.0144,41.1254,-98.2681,2020-07-03
Nevada,20718,985,528,3,0.0255,38.3135,-117.0554,2020-07-03
New Hampshire,5857,35,376,1,0.0642,43.4525,-71.5639,2020-07-03
New Jersey,172742,386,15164,57,0.0878,40.2989,-74.521,2020-07-03
New Mexico,12776,256,511,8,0.04,34.8405,-106.2485,2020-07-03
New York,395872,918,32137,73,0.0812,42.1657,-74.9481,2020-07-03
North Carolina,70262,2046,1419,10,0.0202,35.6301,-79.8064,2020-07-03
North Dakota,3722,65,80,0,0.0215,47.5289,-99.784,2020-07-03
Ohio,55257,2392,2903,27,0.0525,40.3888,-82.7649,2020-07-03
Oklahoma,15069,538,398,3,0.0264,35.5653,-96.9289,2020-07-03
Oregon,9636,342,209,0,0.0217,44.572,-122.0709,2020-07-03
Pennsylvania,93392,780,6746,34,0.0722,40.5908,-77.2098,2020-07-03
Rhode Island,16991,50,960,1,0.0565,41.6809,-71.5118,2020-07-03
South Carolina,41532,1831,793,9,0.0191,33.8569,-80.945,2020-07-03
South Dakota,6978,85,97,0,0.0139,44.2998,-99.4388,2020-07-03
Tennessee,48712,1822,633,13,0.013,35.7478,-86.6923,2020-07-03
Texas,185591,6454,2592,50,0.014,31.0545,-97.5635,2020-07-03
Utah,23866,596,181,5,0.0076,40.15,-111.8624,2020-07-03
Vermont,1236,9,56,0,0.0453,44.0459,-72.7107,2020-07-03
Virginia,64393,658,1845,29,0.0287,37.7693,-78.17,2020-07-03
Washington,34778,627,1352,10,0.0389,47.4009,-121.4905,2020-07-03
West Virginia,3126,73,93,0,0.0298,38.4912,-80.9545,2020-07-03
Wisconsin,30317,579,796,3,0.0263,44.2685,-89.6165,2020-07-03
Wyoming,1582,32,20,0,0.0126,42.756,-107.3025,2020-07-03
Alabama,42862,997,1007,1,0.0235,32.3182,-86.9023,2020-07-04
Alaska,1107,47,16,1,0.0145,61.3707,-152.4044,2020-07-04
Arizona,94567,2695,1817,19,0.0192,33.7298,-111.4312,2020-07-04
Arkansas,23209,587,286,5,0.0123,34.9697,-92.3731,2020-07-04
California,252895,2381,6334,19,0.025,36.1162,-119.6816,2020-07-04
Colorado,33849,254,1701,0,0.0503,39.0598,-105.3111,2020-07-04
Connecticut,46717,0,4335,0,0.0928,41.5978,-72.7554,2020-07-04
Delaware,11996,73,512,0,0.0427,39.3185,-75.5071,2020-07-04
District of Columbia,10447,12,557,2,0.0533,38.8974,-77.0268,2020-07-04
Florida,190052,11458,3702,18,0.0195,27.7663,-81.6868,2020-07-04
Georgia,93319,2826,2857,0,0.0306,33.0406,-83.6431,2020-07-04
Idaho,7370,376,93,0,0.0126,44.2405,-114.4788,2020-07-04
Illinois,146612,862,7014,9,0.0478,40.3495,-88.9861,2020-07-04
Indiana,47432,517,2687,6,0.0566,39.8494,-86.2583,2020-07-04
Iowa,31061,598,721,0,0.0232,42.0115,-93.2105,2020-07-04
Kansas,15911,252,283,1,0.0178,38.5266,-96.7265,2020-07-04
Kentucky,16376,0,585,0,0.0357,37.6681,-84.6701,2020-07-04
Louisiana,63289,0,3278,0,0.0518,31.1695,-91.8678,2020-07-04
Maine,3397,24,107,2,0.0315,44.6939,-69.3819,2020-07-04
Maryland,69341,380,3236,13,0.0467,39.0639,-76.8021,2020-07-04
Massachusetts,109838,210,8172,23,0.0744,42.2302,-71.5301,2020-07-04
Michigan,72581,406,6218,3,0.0857,43.3266,-84.5361,2020-07-04
Minnesota,37624,0,1503,0,0.0399,45.6945,-93.9002,2020-07-04
Mississippi,30674,990,1107,4,0.0361,32.7416,-89.6787,2020-07-04
Missouri,23583,423,1050,3,0.0445,38.4561,-92.2884,2020-07-04
Montana,1167,39,23,0,0.0197,46.9219,-110.4544,2020-07-04
Nebraska,19827,167,284,0,0.0143,41.1254,-98.2681,2020-07-04
Nevada,21575,857,530,2,0.0246,38.3135,-117.0554,2020-07-04
New Hampshire,5872,15,379,3,0.0645,43.4525,-71.5639,2020-07-04
New Jersey,173033,291,15189,25,0.0878,40.2989,-74.521,2020-07-04
New Mexico,13063,287,513,2,0.0393,34.8405,-106.2485,2020-07-04
New York,396598,726,32157,20,0.0811,42.1657,-74.9481,2020-07-04
North Carolina,71670,1408,1422,3,0.0198,35.6301,-79.8064,2020-07-04
North Dakota,3779,57,80,0,0.0212,47.5289,-99.784,2020-07-04
Ohio,56183,926,2907,4,0.0517,40.3888,-82.7649,2020-07-04
Oklahoma,15648,579,398,0,0.0254,35.5653,-96.9289,2020-07-04
Oregon,9930,294,213,4,0.0215,44.572,-122.0709,2020-07-04
Pennsylvania,93922,530,6749,3,0.0719,40.5908,-77.2098,2020-07-04
Rhode Island,16991,0,960,0,0.0565,41.6809,-71.5118,2020-07-04
South Carolina,43386,1854,813,20,0.0187,33.8569,-80.945,2020-07-04
South Dakota,7028,50,97,0,0.0138,44.2998,-99.4388,2020-07-04
Tennessee,50140,1428,637,4,0.0127,35.7478,-86.6923,2020-07-04
Texas,192153,6562,2607,15,0.0136,31.0545,-97.5635,2020-07-04
Utah,24542,676,181,0,0.0074,40.15,-111.8624,2020-07-04
Vermont,1238,2,56,0,0.0452,44.0459,-72.7107,2020-07-04
Virginia,65109,716,1849,4,0.0284,37.7693,-78.17,2020-07-04
Washington,35247,469,1354,2,0.0384,47.4009,-121.4905,2020-07-04
West Virginia,3205,79,94,1,0.0293,38.4912,-80.9545,2020-07-04
Wisconsin,31055,738,796,0,0.0256,44.2685,-89.6165,2020-07-04
Wyoming,1606,24,20,0,0.0125,42.756,-107.3025,2020-07-04
Alabama,43953,1091,1007,0,0.0229,32.3182,-86.9023,2020-07-05
Alaska,1134,27,16,0,0.0141,61.3707,-152.4044,2020-07-05
Arizona,98103,3536,1825,8,0.0186,33.7298,-111.4312,2020-07-05
Arkansas,23814,605,287,1,0.0121,34.9697,-92.3731,2020-07-05
California,264681,11786,6373,39,0.0241,36.1162,-119.6816,2020-07-05
Colorado,34048,199,1701,0,0.05,39.0598,-105.3111,2020-07-05
Connecticut,46717,0,4335,0,0.0928,41.5978,-72.7554,2020-07-05
Delaware,12128,132,512,0,0.0422,39.3185,-75.5071,2020-07-05
District of Columbia,10482,35,559,2,0.0533,38.8974,-77.0268,2020-07-05
Florida,200111,10059,3731,29,0.0186,27.7663,-81.6868,2020-07-05
Georgia,95516,2197,2860,3,0.0299,33.0406,-83.6431,2020-07-05
Idaho,7733,363,93,0,0.012,44.2405,-114.4788,2020-07-05
Illinois,147251,639,7020,6,0.0477,40.3495,-88.9861,2020-07-05
Indiana,48201,769,2693,6,0.0559,39.8494,-86.2583,2020-07-05
Iowa,31517,456,721,0,0.0229,42.0115,-93.2105,2020-07-05
Kansas,16081,170,284,1,0.0177,38.5266,-96.7265,2020-07-05
Kentucky,16376,0,585,0,0.0357,37.6681,-84.6701,2020-07-05
Louisiana,65226,1937,3288,10,0.0504,31.1695,-91.8678,2020-07-05
Maine,3415,18,109,2,0.0319,44.6939,-69.3819,2020-07-05
Maryland,69632,291,3243,7,0.0466,39.0639,-76.8021,2020-07-05
Massachusetts,109974,136,8183,11,0.0744,42.2302,-71.5301,2020-07-05
Michigan,72941,360,6218,0,0.0852,43.3266,-84.5361,2020-07-05
Minnesota,38136,512,1508,5,0.0395,45.6945,-93.9002,2020-07-05
Mississippi,30900,226,1111,4,0.036,32.7416,-89.6787,2020-07-05
Missouri,23816,233,1051,1,0.0441,38.4561,-92.2884,2020-07-05
Montana,1212,45,23,0,0.019,46.9219,-110.4544,2020-07-05
Nebraska,19929,102,284,0,0.0143,41.1254,-98.2681,2020-07-05
Nevada,22418,843,534,4,0.0238,38.3135,-117.0554,2020-07-05
New Hampshire,5897,25,381,2,0.0646,43.4525,-71.5639,2020-07-05
New Jersey,173402,369,15211,22,0.0877,40.2989,-74.521,2020-07-05
New Mexico,13256,193,513,0,0.0387,34.8405,-106.2485,2020-07-05
New York,397131,533,32206,49,0.0811,42.1657,-74.9481,2020-07-05
North Carolina,72992,1322,1423,1,0.0195,35.6301,-79.8064,2020-07-05
North Dakota,3816,37,80,0,0.021,47.5289,-99.784,2020-07-05
Ohio,57150,967,2911,4,0.0509,40.3888,-82.7649,2020-07-05
Oklahoma,15931,283,398,0,0.025,35.5653,-96.9289,2020-07-05
Oregon,10230,300,215,2,0.021,44.572,-122.0709,2020-07-05
Pennsylvania,94403,481,6753,4,0.0715,40.5908,-77.2098,2020-07-05
Rhode Island,16991,0,960,0,0.0565,41.6809,-71.5118,2020-07-05
South Carolina,44847,1461,820,7,0.0183,33.8569,-80.945,2020-07-05
South Dakota,7063,35,97,0,0.0137,44.2998,-99.4388,2020-07-05
Tennessee,51316,1176,645,8,0.0126,35.7478,-86.6923,2020-07-05
Texas,194932,2779,2628,21,0.0135,31.0545,-97.5635,2020-07-05
Utah,24952,410,184,3,0.0074,40.15,-111.8624,2020-07-05
Vermont,1249,11,56,0,0.0448,44.0459,-72.7107,2020-07-05
Virginia,65748,639,1853,4,0.0282,37.7693,-78.17,2020-07-05
Washington,35898,651,1359,5,0.0379,47.4009,-121.4905,2020-07-05
West Virginia,3262,57,94,0,0.0288,38.4912,-80.9545,2020-07-05
Wisconsin,31577,522,796,0,0.0252,44.2685,-89.6165,2020-07-05
Wyoming,1634,28,20,0,0.0122,42.756,-107.3025,2020-07-05
Alabama,44878,925,1007,0,0.0224,32.3182,-86.9023,2020-07-06
Alaska,1162,28,16,0,0.0138,61.3707,-152.4044,2020-07-06
Arizona,101455,3352,1829,4,0.018,33.7298,-111.4312,2020-07-06
Arkansas,24253,439,292,5,0.012,34.9697,-92.3731,2020-07-06
California,271035,6354,6441,68,0.0238,36.1162,-119.6816,2020-07-06
Colorado,34240,192,1691,-10,0.0494,39.0598,-105.3111,2020-07-06
Connecticut,46976,259,4338,3,0.0923,41.5978,-72.7554,2020-07-06
Delaware,12293,165,512,0,0.0416,39.3185,-75.5071,2020-07-06
District of Columbia,10515,33,561,2,0.0534,38.8974,-77.0268,2020-07-06
Florida,206447,6336,3778,47,0.0183,27.7663,-81.6868,2020-07-06
Georgia,97064,1548,2878,18,0.0297,33.0406,-83.6431,2020-07-06
Idaho,8052,319,94,1,0.0117,44.2405,-114.4788,2020-07-06
Illinois,147865,614,7026,6,0.0475,40.3495,-88.9861,2020-07-06
Indiana,48524,323,2698,5,0.0556,39.8494,-86.2583,2020-07-06
Iowa,31758,241,723,2,0.0228,42.0115,-93.2105,2020-07-06
Kansas,16638,557,285,1,0.0171,38.5266,-96.7265,2020-07-06
Kentucky,17152,776,593,8,0.0346,37.6681,-84.6701,2020-07-06
Louisiana,66327,1101,3296,8,0.0497,31.1695,-91.8678,2020-07-06
Maine,3423,8,109,0,0.0318,44.6939,-69.3819,2020-07-06
Maryland,69904,272,3246,3,0.0464,39.0639,-76.8021,2020-07-06
Massachusetts,110137,163,8198,15,0.0744,42.2302,-71.5301,2020-07-06
Michigan,73267,326,6221,3,0.0849,43.3266,-84.5361,2020-07-06
Minnesota,38569,433,1511,3,0.0392,45.6945,-93.9002,2020-07-06
Mississippi,31257,357,1114,3,0.0356,32.7416,-89.6787,2020-07-06
Missouri,24211,395,1051,0,0.0434,38.4561,-92.2884,2020-07-06
Montana,1249,37,23,0,0.0184,46.9219,-110.4544,2020-07-06
Nebraska,20046,117,283,-1,0.0141,41.1254,-98.2681,2020-07-06
Nevada,22909,491,537,3,0.0234,38.3135,-117.0554,2020-07-06
New Hampshire,5914,17,382,1,0.0646,43.4525,-71.5639,2020-07-06
New Jersey,173611,209,15229,18,0.0877,40.2989,-74.521,2020-07-06
New Mexico,13507,251,515,2,0.0381,34.8405,-106.2485,2020-07-06
New York,397649,518,32219,13,0.081,42.1657,-74.9481,2020-07-06
North Carolina,74775,1783,1432,9,0.0192,35.6301,-79.8064,2020-07-06
North Dakota,3849,33,80,0,0.0208,47.5289,-99.784,2020-07-06
Ohio,57956,806,2927,16,0.0505,40.3888,-82.7649,2020-07-06
Oklahoma,16362,431,399,1,0.0244,35.5653,-96.9289,2020-07-06
