State,Total Cases,New Cases,Total Deaths,New Deaths,Fatality Rate,Latitude,Longitude,Date
Wisconsin,24819,280,744,0,0.03,44.2685,-89.6165,2020-06-21
Wyoming,1197,18,20,0,0.0167,42.756,-107.3025,2020-06-21
Alabama,30454,433,841,2,0.0276,32.3182,-86.9023,2020-06-22
Alaska,758,6,12,0,0.0158,61.3707,-152.4044,2020-06-22
Arizona,54599,2008,1351,2,0.0247,33.7298,-111.4312,2020-06-22
Arkansas,16083,522,227,2,0.0141,34.9697,-92.3731,2020-06-22
California,184765,6219,5566,51,0.0301,36.1162,-119.6816,2020-06-22
Colorado,30689,165,1651,4,0.0538,39.0598,-105.3111,2020-06-22
Connecticut,45782,27,4263,3,0.0931,41.5978,-72.7554,2020-06-22
Delaware,10820,45,435,0,0.0402,39.3185,-75.5071,2020-06-22
District of Columbia,10058,38,535,2,0.0532,38.8974,-77.0268,2020-06-22
Florida,100217,2926,3173,12,0.0317,27.7663,-81.6868,2020-06-22
Georgia,65928,1227,2648,5,0.0402,33.0406,-83.6431,2020-06-22
Idaho,4254,248,89,0,0.0209,44.2405,-114.4788,2020-06-22
Illinois,137224,462,6671,24,0.0486,40.3495,-88.9861,2020-06-22
Indiana,42633,210,2553,13,0.0599,39.8494,-86.2583,2020-06-22
Iowa,26146,183,686,0,0.0262,42.0115,-93.2105,2020-06-22
Kansas,12428,292,258,1,0.0208,38.5266,-96.7265,2020-06-22
Kentucky,13839,89,526,0,0.038,37.6681,-84.6701,2020-06-22
Louisiana,50239,461,3117,12,0.062,31.1695,-91.8678,2020-06-22
Maine,2971,14,102,0,0.0343,44.6939,-69.3819,2020-06-22
Maryland,64603,297,3074,8,0.0476,39.0639,-76.8021,2020-06-22
Massachusetts,107210,149,7873,16,0.0734,42.2302,-71.5301,2020-06-22
Michigan,67957,246,6097,7,0.0897,43.3266,-84.5361,2020-06-22
Minnesota,33227,307,1416,4,0.0426,45.6945,-93.9002,2020-06-22
Mississippi,22329,1688,978,40,0.0438,32.7416,-89.6787,2020-06-22
Missouri,18592,133,970,5,0.0522,38.4561,-92.2884,2020-06-22
Montana,734,17,21,1,0.0286,46.9219,-110.4544,2020-06-22
Nebraska,17963,151,249,5,0.0139,41.1254,-98.2681,2020-06-22
Nevada,13528,288,489,2,0.0361,38.3135,-117.0554,2020-06-22
New Hampshire,5558,14,339,0,0.061,43.4525,-71.5639,2020-06-22
New Jersey,169415,273,12974,35,0.0766,40.2989,-74.521,2020-06-22
New Mexico,10694,129,469,0,0.0439,34.8405,-106.2485,2020-06-22
New York,388488,552,31176,51,0.0802,42.1657,-74.9481,2020-06-22
North Carolina,53964,2574,1278,63,0.0237,35.6301,-79.8064,2020-06-22
North Dakota,3313,25,77,0,0.0232,47.5289,-99.784,2020-06-22
Ohio,45537,729,2704,4,0.0594,40.3888,-82.7649,2020-06-22
Oklahoma,10734,218,369,0,0.0344,35.5653,-96.9289,2020-06-22
Oregon,7083,511,192,4,0.0271,44.572,-122.0709,2020-06-22
Pennsylvania,86576,641,6426,3,0.0742,40.5908,-77.2098,2020-06-22
Rhode Island,16459,122,903,9,0.0549,41.6809,-71.5118,2020-06-22
South Carolina,25666,1005,659,6,0.0257,33.8569,-80.945,2020-06-22
South Dakota,6326,29,81,0,0.0128,44.2998,-99.4388,2020-06-22
Tennessee,35553,451,531,5,0.0149,35.7478,-86.6923,2020-06-22
Texas,117790,4846,2207,16,0.0187,31.0545,-97.5635,2020-06-22
Utah,17906,444,158,0,0.0088,40.15,-111.8624,2020-06-22
Vermont,1163,4,56,0,0.0482,44.0459,-72.7107,2020-06-22
Virginia,58465,471,1620,9,0.0277,37.7693,-78.17,2020-06-22
Washington,28870,190,1276,6,0.0442,47.4009,-121.4905,2020-06-22
West Virginia,2552,19,89,0,0.0349,38.4912,-80.9545,2020-06-22
Wisconsin,25068,249,745,1,0.0297,44.2685,-89.6165,2020-06-22
Wyoming,1230,33,20,0,0.0163,42.756,-107.3025,2020-06-22
Alabama,31097,643,864,23,0.0278,32.3182,-86.9023,2020-06-23
Alaska,760,2,12,0,0.0158,61.3707,-152.4044,2020-06-23
Arizona,58378,3779,1396,45,0.0239,33.7298,-111.4312,2020-06-23
Arkansas,16678,595,237,10,0.0142,34.9697,-92.3731,2020-06-23
California,191477,6712,5626,60,0.0294,36.1162,-119.6816,2020-06-23
Colorado,30877,188,1665,14,0.0539,39.0598,-105.3111,2020-06-23
Connecticut,45899,117,4277,14,0.0932,41.5978,-72.7554,2020-06-23
Delaware,10847,27,504,69,0.0465,39.3185,-75.5071,2020-06-23
District of Columbia,10094,36,537,2,0.0532,38.8974,-77.0268,2020-06-23
Florida,103503,3286,3238,65,0.0313,27.7663,-81.6868,2020-06-23
Georgia,67810,1882,2695,47,0.0397,33.0406,-83.6431,2020-06-23
Idaho,4254,0,89,0,0.0209,44.2405,-114.4788,2020-06-23
Illinois,137825,601,6707,36,0.0487,40.3495,-88.9861,2020-06-23
Indiana,42871,238,2569,16,0.0599,39.8494,-86.2583,2020-06-23
Iowa,26469,323,689,3,0.026,42.0115,-93.2105,2020-06-23
Kansas,12537,109,260,2,0.0207,38.5266,-96.7265,2020-06-23
Kentucky,14141,302,537,11,0.038,37.6681,-84.6701,2020-06-23
Louisiana,51595,1356,3134,17,0.0607,31.1695,-91.8678,2020-06-23
Maine,2996,25,102,0,0.034,44.6939,-69.3819,2020-06-23
Maryland,65007,404,3092,18,0.0476,39.0639,-76.8021,2020-06-23
Massachusetts,107439,229,7889,16,0.0734,42.2302,-71.5301,2020-06-23
Michigan,68197,240,6109,12,0.0896,43.3266,-84.5361,2020-06-23
Minnesota,33469,242,1425,9,0.0426,45.6945,-93.9002,2020-06-23
Mississippi,22898,569,989,11,0.0432,32.7416,-89.6787,2020-06-23
Missouri,19005,413,976,6,0.0514,38.4561,-92.2884,2020-06-23
Montana,743,9,21,0,0.0283,46.9219,-110.4544,2020-06-23
Nebraska,18099,136,256,7,0.0141,41.1254,-98.2681,2020-06-23
Nevada,13528,0,489,0,0.0361,38.3135,-117.0554,2020-06-23
New Hampshire,5571,13,343,4,0.0616,43.4525,-71.5639,2020-06-23
New Jersey,169734,319,13025,51,0.0767,40.2989,-74.521,2020-06-23
New Mexico,10838,144,476,7,0.0439,34.8405,-106.2485,2020-06-23
New York,389085,597,31232,56,0.0803,42.1657,-74.9481,2020-06-23
North Carolina,54639,675,1296,18,0.0237,35.6301,-79.8064,2020-06-23
North Dakota,3320,7,78,1,0.0235,47.5289,-99.784,2020-06-23
Ohio,46127,590,2735,31,0.0593,40.3888,-82.7649,2020-06-23
Oklahoma,11031,297,371,2,0.0336,35.5653,-96.9289,2020-06-23
Oregon,7274,191,192,0,0.0264,44.572,-122.0709,2020-06-23
Pennsylvania,87208,632,6464,38,0.0741,40.5908,-77.2098,2020-06-23
Rhode Island,16533,74,906,3,0.0548,41.6809,-71.5118,2020-06-23
South Carolina,26572,906,673,14,0.0253,33.8569,-80.945,2020-06-23
South Dakota,6353,27,83,2,0.0131,44.2998,-99.4388,2020-06-23
Tennessee,36303,750,542,11,0.0149,35.7478,-86.6923,2020-06-23
Texas,122932,5142,2236,29,0.0182,31.0545,-97.5635,2020-06-23
Utah,18300,394,163,5,0.0089,40.15,-111.8624,2020-06-23
Vermont,1164,1,56,0,0.0481,44.0459,-72.7107,2020-06-23
Virginia,58994,529,1645,25,0.0279,37.7693,-78.17,2020-06-23
Washington,29386,516,1284,8,0.0437,47.4009,-121.4905,2020-06-23
West Virginia,2593,41,92,3,0.0355,38.4912,-80.9545,2020-06-23
Wisconsin,25331,263,750,5,0.0296,44.2685,-89.6165,2020-06-23
Wyoming,1254,24,20,0,0.0159,42.756,-107.3025,2020-06-23
Alabama,32064,967,891,27,0.0278,32.3182,-86.9023,2020-06-24
Alaska,789,29,12,0,0.0152,61.3707,-152.4044,2020-06-24
Arizona,60190,1812,1467,71,0.0244,33.7298,-111.4312,2020-06-24
Arkansas,17375,697,240,3,0.0138,34.9697,-92.3731,2020-06-24
California,195925,4448,5725,99,0.0292,36.1162,-119.6816,2020-06-24
Colorado,31139,262,1667,2,0.0535,39.0598,-105.3111,2020-06-24
Connecticut,45913,14,4287,10,0.0934,41.5978,-72.7554,2020-06-24
Delaware,10889,42,505,1,0.0464,39.3185,-75.5071,2020-06-24
District of Columbia,10128,34,541,4,0.0534,38.8974,-77.0268,2020-06-24
Florida,109014,5511,3281,43,0.0301,27.7663,-81.6868,2020-06-24
Georgia,69381,1571,2698,3,0.0389,33.0406,-83.6431,2020-06-24
Idaho,4402,148,89,0,0.0202,44.2405,-114.4788,2020-06-24
Illinois,138540,715,6770,63,0.0489,40.3495,-88.9861,2020-06-24
Indiana,43140,269,2578,9,0.0598,39.8494,-86.2583,2020-06-24
Iowa,26469,0,689,0,0.026,42.0115,-93.2105,2020-06-24
Kansas,12930,393,260,0,0.0201,38.5266,-96.7265,2020-06-24
Kentucky,14363,222,538,1,0.0375,37.6681,-84.6701,2020-06-24
Louisiana,52477,882,3152,18,0.0601,31.1695,-91.8678,2020-06-24
Maine,3017,21,103,1,0.0341,44.6939,-69.3819,2020-06-24
Maryland,65337,330,3108,16,0.0476,39.0639,-76.8021,2020-06-24
Massachusetts,107611,172,7937,48,0.0738,42.2302,-71.5301,2020-06-24
Michigan,68555,358,6114,5,0.0892,43.3266,-84.5361,2020-06-24
Minnesota,33763,294,1432,7,0.0424,45.6945,-93.9002,2020-06-24
Mississippi,23424,526,1011,22,0.0432,32.7416,-89.6787,2020-06-24
Missouri,19123,118,985,9,0.0515,38.4561,-92.2884,2020-06-24
Montana,766,23,21,0,0.0274,46.9219,-110.4544,2020-06-24
Nebraska,18221,122,257,1,0.0141,41.1254,-98.2681,2020-06-24
Nevada,13528,0,489,0,0.0361,38.3135,-117.0554,2020-06-24
New Hampshire,5598,27,347,4,0.062,43.4525,-71.5639,2020-06-24
New Jersey,169892,158,13076,51,0.077,40.2989,-74.521,2020-06-24
New Mexico,10990,152,480,4,0.0437,34.8405,-106.2485,2020-06-24
New York,389666,581,31257,25,0.0802,42.1657,-74.9481,2020-06-24
North Carolina,56527,1888,1325,29,0.0234,35.6301,-79.8064,2020-06-24
North Dakota,3362,42,78,0,0.0232,47.5289,-99.784,2020-06-24
Ohio,46759,632,2755,20,0.0589,40.3888,-82.7649,2020-06-24
Oklahoma,11510,479,372,1,0.0323,35.5653,-96.9289,2020-06-24
Oregon,7444,170,195,3,0.0262,44.572,-122.0709,2020-06-24
Pennsylvania,87685,477,6518,54,0.0743,40.5908,-77.2098,2020-06-24
Rhode Island,16606,73,912,6,0.0549,41.6809,-71.5118,2020-06-24
South Carolina,27897,1325,683,10,0.0245,33.8569,-80.945,2020-06-24
South Dakota,6419,66,84,1,0.0131,44.2998,-99.4388,2020-06-24
Tennessee,37235,932,556,14,0.0149,35.7478,-86.6923,2020-06-24
Texas,128132,5200,2270,34,0.0177,31.0545,-97.5635,2020-06-24
Utah,18784,484,163,0,0.0087,40.15,-111.8624,2020-06-24
Vermont,1184,20,56,0,0.0473,44.0459,-72.7107,2020-06-24
Virginia,59514,520,1661,16,0.0279,37.7693,-78.17,2020-06-24
Washington,29869,483,1293,9,0.0433,47.4009,-121.4905,2020-06-24
West Virginia,2631,38,92,0,0.035,38.4912,-80.9545,2020-06-24
Wisconsin,25763,432,757,7,0.0294,44.2685,-89.6165,2020-06-24
Wyoming,1282,28,20,0,0.0156,42.756,-107.3025,2020-06-24
Alabama,33206,1142,896,5,0.027,32.3182,-86.9023,2020-06-25
Alaska,813,24,12,0,0.0148,61.3707,-152.4044,2020-06-25
Arizona,63281,3091,1495,28,0.0236,33.7298,-111.4312,2020-06-25
Arkansas,18062,687,240,0,0.0133,34.9697,-92.3731,2020-06-25
California,201112,5187,5806,81,0.0289,36.1162,-119.6816,2020-06-25
Colorado,31463,324,1669,2,0.053,39.0598,-105.3111,2020-06-25
Connecticut,45994,81,4298,11,0.0934,41.5978,-72.7554,2020-06-25
Delaware,10980,91,507,2,0.0462,39.3185,-75.5071,2020-06-25
District of Columbia,10159,31,543,2,0.0535,38.8974,-77.0268,2020-06-25
Florida,114018,5004,3327,46,0.0292,27.7663,-81.6868,2020-06-25
Georgia,71095,1714,2745,47,0.0386,33.0406,-83.6431,2020-06-25
Idaho,4865,463,90,1,0.0185,44.2405,-114.4788,2020-06-25
Illinois,139434,894,6810,40,0.0488,40.3495,-88.9861,2020-06-25
Indiana,43655,515,2586,8,0.0592,39.8494,-86.2583,2020-06-25
Iowa,27373,904,696,7,0.0254,42.0115,-93.2105,2020-06-25
Kansas,13107,177,262,2,0.02,38.5266,-96.7265,2020-06-25
Kentucky,14617,254,546,8,0.0374,37.6681,-84.6701,2020-06-25
Louisiana,53415,938,3164,12,0.0592,31.1695,-91.8678,2020-06-25
Maine,3070,53,103,0,0.0336,44.6939,-69.3819,2020-06-25
Maryland,65777,440,3129,21,0.0476,39.0639,-76.8021,2020-06-25
Massachusetts,107837,226,7962,25,0.0738,42.2302,-71.5301,2020-06-25
Michigan,68989,434,6133,19,0.0889,43.3266,-84.5361,2020-06-25
Minnesota,34123,360,1441,9,0.0422,45.6945,-93.9002,2020-06-25
Mississippi,24516,1092,1016,5,0.0414,32.7416,-89.6787,2020-06-25
Missouri,19637,514,987,2,0.0503,38.4561,-92.2884,2020-06-25
Montana,803,37,21,0,0.0262,46.9219,-110.4544,2020-06-25
Nebraska,18346,125,260,3,0.0142,41.1254,-98.2681,2020-06-25
Nevada,14859,1331,495,6,0.0333,38.3135,-117.0554,2020-06-25
New Hampshire,5638,40,357,10,0.0633,43.4525,-71.5639,2020-06-25
New Jersey,170196,304,14872,1796,0.0874,40.2989,-74.521,2020-06-25
New Mexico,11192,202,485,5,0.0433,34.8405,-106.2485,2020-06-25
New York,390415,749,31301,44,0.0802,42.1657,-74.9481,2020-06-25
North Carolina,57472,945,1336,11,0.0232,35.6301,-79.8064,2020-06-25
North Dakota,3393,31,78,0,0.023,47.5289,-99.784,2020-06-25
Ohio,47651,892,2772,17,0.0582,40.3888,-82.7649,2020-06-25
Oklahoma,11948,438,375,3,0.0314,35.5653,-96.9289,2020-06-25
Oregon,7568,124,197,2,0.026,44.572,-122.0709,2020-06-25
Pennsylvania,88141,456,6557,39,0.0744,40.5908,-77.2098,2020-06-25
Rhode Island,16640,34,920,8,0.0553,41.6809,-71.5118,2020-06-25
South Carolina,29022,1125,693,10,0.0239,33.8569,-80.945,2020-06-25
South Dakota,6479,60,87,3,0.0134,44.2998,-99.4388,2020-06-25
Tennessee,38034,799,567,11,0.0149,35.7478,-86.6923,2020-06-25
Texas,134558,6426,2317,47,0.0172,31.0545,-97.5635,2020-06-25
Utah,19374,590,164,1,0.0085,40.15,-111.8624,2020-06-25
Vermont,1191,7,56,0,0.047,44.0459,-72.7107,2020-06-25
Virginia,59946,432,1675,14,0.0279,37.7693,-78.17,2020-06-25
Washington,30367,498,1300,7,0.0428,47.4009,-121.4905,2020-06-25
West Virginia,2694,63,92,0,0.0341,38.4912,-80.9545,2020-06-25
Wisconsin,26227,464,766,9,0.0292,44.2685,-89.6165,2020-06-25
Wyoming,1326,44,20,0,0.0151,42.756,-107.3025,2020-06-25
Alabama,34183,977,907,11,0.0265,32.3182,-86.9023,2020-06-26
Alaska,833,20,14,2,0.0168,61.3707,-152.4044,2020-06-26
Arizona,66659,3378,1536,41,0.023,33.7298,-111.4312,2020-06-26
Arkansas,18740,678,249,9,0.0133,34.9697,-92.3731,2020-06-26
California,206844,5732,5868,62,0.0284,36.1162,-119.6816,2020-06-26
Colorado,31780,317,1673,4,0.0526,39.0598,-105.3111,2020-06-26
Connecticut,46059,65,4307,9,0.0935,41.5978,-72.7554,2020-06-26
Delaware,11017,37,507,0,0.046,39.3185,-75.5071,2020-06-26
District of Columbia,10185,26,546,3,0.0536,38.8974,-77.0268,2020-06-26
Florida,122960,8942,3366,39,0.0274,27.7663,-81.6868,2020-06-26
Georgia,72995,1900,2770,25,0.0379,33.0406,-83.6431,2020-06-26
Idaho,4865,0,90,0,0.0185,44.2405,-114.4788,2020-06-26
Illinois,140291,857,6847,37,0.0488,40.3495,-88.9861,2020-06-26
Indiana,44140,485,2595,9,0.0588,39.8494,-86.2583,2020-06-26
Kansas,13462,355,265,3,0.0197,38.5266,-96.7265,2020-06-26
Kentucky,14859,242,553,7,0.0372,37.6681,-84.6701,2020-06-26
Louisiana,54769,1354,3190,26,0.0582,31.1695,-91.8678,2020-06-26
Maine,3102,32,103,0,0.0332,44.6939,-69.3819,2020-06-26
Maryland,66115,338,3142,13,0.0475,39.0639,-76.8021,2020-06-26
Massachusetts,108070,233,8012,50,0.0741,42.2302,-71.5301,2020-06-26
Michigan,69329,340,6134,1,0.0885,43.3266,-84.5361,2020-06-26
Minnesota,34616,493,1446,5,0.0418,45.6945,-93.9002,2020-06-26
Mississippi,25066,550,1022,6,0.0408,32.7416,-89.6787,2020-06-26
Missouri,20216,579,997,10,0.0493,38.4561,-92.2884,2020-06-26
Montana,829,26,22,1,0.0265,46.9219,-110.4544,2020-06-26
Nebraska,18524,178,266,6,0.0144,41.1254,-98.2681,2020-06-26
Nevada,15240,381,498,3,0.0327,38.3135,-117.0554,2020-06-26
New Hampshire,5671,33,365,8,0.0644,43.4525,-71.5639,2020-06-26
New Jersey,170584,388,14914,42,0.0874,40.2989,-74.521,2020-06-26
New Mexico,11408,216,489,4,0.0429,34.8405,-106.2485,2020-06-26
New York,391220,805,31342,41,0.0801,42.1657,-74.9481,2020-06-26
North Carolina,59158,1686,1348,12,0.0228,35.6301,-79.8064,2020-06-26
North Dakota,3421,28,78,0,0.0228,47.5289,-99.784,2020-06-26
Ohio,48638,987,2788,16,0.0573,40.3888,-82.7649,2020-06-26
Oklahoma,12347,399,377,2,0.0305,35.5653,-96.9289,2020-06-26
Oregon,7818,250,202,5,0.0258,44.572,-122.0709,2020-06-26
Pennsylvania,88860,719,6579,22,0.074,40.5908,-77.2098,2020-06-26
Rhode Island,16661,21,927,7,0.0556,41.6809,-71.5118,2020-06-26
South Carolina,30335,1313,694,1,0.0229,33.8569,-80.945,2020-06-26
South Dakota,6535,56,88,1,0.0135,44.2998,-99.4388,2020-06-26
Tennessee,39444,1410,577,10,0.0146,35.7478,-86.6923,2020-06-26
Texas,140173,5615,2354,37,0.0168,31.0545,-97.5635,2020-06-26
Utah,20050,676,166,2,0.0083,40.15,-111.8624,2020-06-26
Vermont,1198,7,56,0,0.0467,44.0459,-72.7107,2020-06-26
Virginia,60570,624,1700,25,0.0281,37.7693,-78.17,2020-06-26
Washington,30855,488,1304,4,0.0423,47.4009,-121.4905,2020-06-26
West Virginia,2730,36,92,0,0.0337,38.4912,-80.9545,2020-06-26
Wisconsin,26747,520,766,0,0.0286,44.2685,-89.6165,2020-06-26
Wyoming,1368,42,20,0,0.0146,42.756,-107.3025,2020-06-26
Alabama,35083,900,919,12,0.0262,32.3182,-86.9023,2020-06-27
Alaska,851,18,14,0,0.0165,61.3707,-152.4044,2020-06-27
Arizona,70124,3465,1580,44,0.0225,33.7298,-111.4312,2020-06-27
Arkansas,19310,570,259,10,0.0134,34.9697,-92.3731,2020-06-27
California,210584,3740,5899,31,0.028,36.1162,-119.6816,2020-06-27
Colorado,32006,226,1674,1,0.0523,39.0598,-105.3111,2020-06-27
Connecticut,46206,147,4311,4,0.0933,41.5978,-72.7554,2020-06-27
Delaware,11091,74,507,0,0.0457,39.3185,-75.5071,2020-06-27
District of Columbia,10216,31,548,2,0.0536,38.8974,-77.0268,2020-06-27
Florida,132545,9585,3390,24,0.0256,27.7663,-81.6868,2020-06-27
Georgia,74985,1990,2776,6,0.037,33.0406,-83.6431,2020-06-27
Idaho,5322,457,91,1,0.0171,44.2405,-114.4788,2020-06-27
Illinois,141077,786,6873,26,0.0487,40.3495,-88.9861,2020-06-27
Indiana,44575,435,2616,21,0.0587,39.8494,-86.2583,2020-06-27
Iowa,28073,700,704,8,0.0251,42.0115,-93.2105,2020-06-27
Kansas,13617,155,268,3,0.0197,38.5266,-96.7265,2020-06-27
Kentucky,15167,308,554,1,0.0365,37.6681,-84.6701,2020-06-27
Louisiana,54769,0,3190,0,0.0582,31.1695,-91.8678,2020-06-27
Maine,3154,52,104,1,0.033,44.6939,-69.3819,2020-06-27
Maryland,66450,335,3157,15,0.0475,39.0639,-76.8021,2020-06-27
Massachusetts,108443,373,8040,28,0.0741,42.2302,-71.5301,2020-06-27
Michigan,69679,350,6153,19,0.0883,43.3266,-84.5361,2020-06-27
Minnesota,35033,417,1452,6,0.0414,45.6945,-93.9002,2020-06-27
Mississippi,25531,465,1035,13,0.0405,32.7416,-89.6787,2020-06-27
Missouri,20572,356,1004,7,0.0488,38.4561,-92.2884,2020-06-27
Montana,852,23,22,0,0.0258,46.9219,-110.4544,2020-06-27
Nebraska,18775,251,267,1,0.0142,41.1254,-98.2681,2020-06-27
Nevada,16339,1099,500,2,0.0306,38.3135,-117.0554,2020-06-27
New Hampshire,5717,46,367,2,0.0642,43.4525,-71.5639,2020-06-27
New Jersey,170873,289,14948,34,0.0875,40.2989,-74.521,2020-06-27
New Mexico,11619,211,491,2,0.0423,34.8405,-106.2485,2020-06-27
New York,391923,703,31368,26,0.08,42.1657,-74.9481,2020-06-27
North Carolina,60812,1654,1353,5,0.0222,35.6301,-79.8064,2020-06-27
North Dakota,3458,37,78,0,0.0226,47.5289,-99.784,2020-06-27
Ohio,49455,817,2804,16,0.0567,40.3888,-82.7649,2020-06-27
Oklahoma,12646,299,384,7,0.0304,35.5653,-96.9289,2020-06-27
Oregon,8094,276,202,0,0.025,44.572,-122.0709,2020-06-27
Pennsylvania,89446,586,6603,24,0.0738,40.5908,-77.2098,2020-06-27
Rhode Island,16661,0,927,0,0.0556,41.6809,-71.5118,2020-06-27
South Carolina,31939,1604,711,17,0.0223,33.8569,-80.945,2020-06-27
South Dakota,6626,91,91,3,0.0137,44.2998,-99.4388,2020-06-27
Tennessee,40172,728,584,7,0.0145,35.7478,-86.6923,2020-06-27
Texas,145894,5721,2388,34,0.0164,31.0545,-97.5635,2020-06-27
Utah,20628,578,167,1,0.0081,40.15,-111.8624,2020-06-27
Vermont,1200,2,56,0,0.0467,44.0459,-72.7107,2020-06-27
Virginia,61247,677,1724,24,0.0281,37.7693,-78.17,2020-06-27
Washington,31404,549,1310,6,0.0417,47.4009,-121.4905,2020-06-27
West Virginia,2782,52,93,1,0.0334,38.4912,-80.9545,2020-06-27
Wisconsin,27286,539,777,11,0.0285,44.2685,-89.6165,2020-06-27
Wyoming,1392,24,20,0,0.0144,42.756,-107.3025,2020-06-27
Alabama,35441,358,919,0,0.0259,32.3182,-86.9023,2020-06-28
Alaska,880,29,14,0,0.0159,61.3707,-152.4044,2020-06-28
Arizona,73920,3796,1594,14,0.0216,33.7298,-111.4312,2020-06-28
Arkansas,19818,508,264,5,0.0133,34.9697,-92.3731,2020-06-28
California,215296,4712,5932,33,0.0276,36.1162,-119.6816,2020-06-28
Colorado,32290,284,1676,2,0.0519,39.0598,-105.3111,2020-06-28
Connecticut,46303,97,4316,5,0.0932,41.5978,-72.7554,2020-06-28
Delaware,11226,135,507,0,0.0452,39.3185,-75.5071,2020-06-28
District of Columbia,10248,32,550,2,0.0537,38.8974,-77.0268,2020-06-28
Florida,141075,8530,3419,29,0.0242,27.7663,-81.6868,2020-06-28
Georgia,77210,2225,2778,2,0.036,33.0406,-83.6431,2020-06-28
Idaho,5322,0,91,0,0.0171,44.2405,-114.4788,2020-06-28
Illinois,141723,646,6888,15,0.0486,40.3495,-88.9861,2020-06-28
Indiana,44930,355,2619,3,0.0583,39.8494,-86.2583,2020-06-28
Iowa,28520,447,706,2,0.0248,42.0115,-93.2105,2020-06-28
Kansas,13847,230,269,1,0.0194,38.5266,-96.7265,2020-06-28
Kentucky,15232,65,558,4,0.0366,37.6681,-84.6701,2020-06-28
Louisiana,56236,1467,3199,9,0.0569,31.1695,-91.8678,2020-06-28
Maine,3191,37,104,0,0.0326,44.6939,-69.3819,2020-06-28
Maryland,66777,327,3168,11,0.0474,39.0639,-76.8021,2020-06-28
Massachusetts,108667,224,8059,19,0.0742,42.2302,-71.5301,2020-06-28
Michigan,69946,267,6157,4,0.088,43.3266,-84.5361,2020-06-28
Minnesota,35549,516,1460,8,0.0411,45.6945,-93.9002,2020-06-28
Mississippi,25892,361,1039,4,0.0401,32.7416,-89.6787,2020-06-28
Missouri,20689,117,1004,0,0.0485,38.4561,-92.2884,2020-06-28
Montana,863,11,22,0,0.0255,46.9219,-110.4544,2020-06-28
Nebraska,18899,124,267,0,0.0141,41.1254,-98.2681,2020-06-28
Nevada,17160,821,500,0,0.0291,38.3135,-117.0554,2020-06-28
New Hampshire,5747,30,367,0,0.0639,43.4525,-71.5639,2020-06-28
New Jersey,171182,309,14975,27,0.0875,40.2989,-74.521,2020-06-28
New Mexico,11809,190,492,1,0.0417,34.8405,-106.2485,2020-06-28
New York,392539,616,31397,29,0.08,42.1657,-74.9481,2020-06-28
North Carolina,62248,1436,1352,-1,0.0217,35.6301,-79.8064,2020-06-28
North Dakota,3495,37,79,1,0.0226,47.5289,-99.784,2020-06-28
Ohio,50309,854,2807,3,0.0558,40.3888,-82.7649,2020-06-28
Oklahoma,12947,301,385,1,0.0297,35.5653,-96.9289,2020-06-28
Oregon,8341,247,202,0,0.0242,44.572,-122.0709,2020-06-28
Pennsylvania,89863,417,6606,3,0.0735,40.5908,-77.2098,2020-06-28
Rhode Island,16661,0,927,0,0.0556,41.6809,-71.5118,2020-06-28
South Carolina,33320,1381,716,5,0.0215,33.8569,-80.945,2020-06-28
South Dakota,6681,55,91,0,0.0136,44.2998,-99.4388,2020-06-28
Tennessee,40172,0,584,0,0.0145,35.7478,-86.6923,2020-06-28
Texas,150152,4258,2402,14,0.016,31.0545,-97.5635,2020-06-28
Utah,21100,472,167,0,0.0079,40.15,-111.8624,2020-06-28
Vermont,1202,2,56,0,0.0466,44.0459,-72.7107,2020-06-28
Virginia,61736,489,1732,8,0.0281,37.7693,-78.17,2020-06-28
Washington,31752,348,1310,0,0.0413,47.4009,-121.4905,2020-06-28
West Virginia,2832,50,93,0,0.0328,38.4912,-80.9545,2020-06-28
Wisconsin,27743,457,777,0,0.028,44.2685,-89.6165,2020-06-28
Wyoming,1417,25,20,0,0.0141,42.756,-107.3025,2020-06-28
Alabama,37175,1734,929,10,0.025,32.3182,-86.9023,2020-06-29
Alaska,901,21,14,0,0.0155,61.3707,-152.4044,2020-06-29
Arizona,74545,625,1598,4,0.0214,33.7298,-111.4312,2020-06-29
Arkansas,20257,439,265,1,0.0131,34.9697,-92.3731,2020-06-29
California,223646,8350,5983,51,0.0268,36.1162,-119.6816,2020-06-29
Colorado,32494,204,1681,5,0.0517,39.0598,-105.3111,2020-06-29
Connecticut,46362,59,4320,4,0.0932,41.5978,-72.7554,2020-06-29
Delaware,11376,150,507,0,0.0446,39.3185,-75.5071,2020-06-29
District of Columbia,10292,44,551,1,0.0535,38.8974,-77.0268,2020-06-29
Florida,146341,5266,3447,28,0.0236,27.7663,-81.6868,2020-06-29
Georgia,79417,2207,2784,6,0.0351,33.0406,-83.6431,2020-06-29
Idaho,5752,430,91,0,0.0158,44.2405,-114.4788,2020-06-29
Illinois,142461,738,6902,14,0.0484,40.3495,-88.9861,2020-06-29
Indiana,45228,298,2624,5,0.058,39.8494,-86.2583,2020-06-29
Iowa,28845,325,711,5,0.0246,42.0115,-93.2105,2020-06-29
Kansas,14209,362,273,4,0.0192,38.5266,-96.7265,2020-06-29
Kentucky,15347,115,560,2,0.0365,37.6681,-84.6701,2020-06-29
Louisiana,57081,845,3199,0,0.056,31.1695,-91.8678,2020-06-29
